Gene Ontology	Bacteria	Paper ID
granulocyte activation	influenza virus	23575961
cell activation involved in immune response	influenza virus	23575961
leukocyte mediated immunity	influenza virus	23575961
leukocyte activation involved in immune response	influenza virus	23575961
leukocyte degranulation	influenza virus	23575961
immune effector process	influenza virus	23575961
myeloid leukocyte activation	influenza virus	23575961
myeloid cell activation involved in immune response	influenza virus	23575961
eosinophil activation involved in immune response	influenza virus	23575961
myeloid leukocyte mediated immunity	influenza virus	23575961
eosinophil mediated immunity	influenza virus	23575961
leukocyte activation	influenza virus	23575961
eosinophil degranulation	influenza virus	29473965
cell activation involved in immune response	influenza virus	29473965
leukocyte mediated immunity	influenza virus	29473965
leukocyte activation involved in immune response	influenza virus	29473965
immune response	influenza virus	29473965
leukocyte degranulation	influenza virus	29473965
immune effector process	influenza virus	29473965
myeloid cell activation involved in immune response	influenza virus	29473965
eosinophil activation involved in immune response	influenza virus	29473965
myeloid leukocyte mediated immunity	influenza virus	29473965
eosinophil mediated immunity	influenza virus	29473965
eosinophil activation	influenza virus	28283567
eosinophil degranulation	influenza virus	28283567
granulocyte activation	influenza virus	28283567
cell activation involved in immune response	influenza virus	28283567
leukocyte mediated immunity	influenza virus	28283567
leukocyte activation involved in immune response	influenza virus	28283567
leukocyte degranulation	influenza virus	28283567
immune effector process	influenza virus	28283567
myeloid leukocyte activation	influenza virus	28283567
myeloid cell activation involved in immune response	influenza virus	28283567
eosinophil activation involved in immune response	influenza virus	28283567
myeloid leukocyte mediated immunity	influenza virus	28283567
eosinophil mediated immunity	influenza virus	28283567
leukocyte activation	influenza virus	28283567
type 2 immune response	Streptococcus pneumoniae	29438602
type 2 immune response	Streptococcus pneumoniae	28163052
type 2 immune response	Haemophilus influenzae	29438602
type 2 immune response	Haemophilus influenzae	28163052
type 2 immune response	Legionella pneumophila	26038565
type 2 immune response	Staphylococcus aureus	28401938
type 2 immune response	Staphylococcus aureus	29467325
type 2 immune response	Staphylococcus aureus	29438602
type 2 immune response	Staphylococcus aureus	32910440
type 2 immune response	Staphylococcus aureus	32637070
type 2 immune response	Staphylococcus aureus	26375594
type 2 immune response	Staphylococcus aureus	27315768
type 2 immune response	Staphylococcus aureus	28163052
type 2 immune response	Staphylococcus aureus	30721149
type 2 immune response	Staphylococcus aureus	26654193
type 2 immune response	influenza virus	29438602
type 2 immune response	influenza virus	29760695
type 2 immune response	influenza virus	32755836
type 2 immune response	influenza virus	28487697
type 2 immune response	influenza virus	28513592
type 2 immune response	influenza virus	29861183
production of molecular mediator of immune response	Staphylococcus aureus	24531552
antimicrobial peptide production	Staphylococcus aureus	24531552
antimicrobial peptide secretion	Staphylococcus aureus	24531552
immune response	Staphylococcus aureus	24531552
humoral immune response	Staphylococcus aureus	24531552
immune system process	Staphylococcus aureus	24531552
antimicrobial humoral immune response mediated by antimicrobial peptide	Staphylococcus aureus	24531552
antimicrobial humoral response	Staphylococcus aureus	24531552
production of molecular mediator of immune response	Staphylococcus aureus	29237707
antimicrobial peptide production	Staphylococcus aureus	29237707
antimicrobial peptide secretion	Staphylococcus aureus	29237707
humoral immune response	Staphylococcus aureus	29237707
antimicrobial humoral immune response mediated by antimicrobial peptide	Staphylococcus aureus	29237707
antimicrobial humoral response	Staphylococcus aureus	29237707
production of molecular mediator of immune response	Staphylococcus aureus	32636453
antimicrobial peptide production	Staphylococcus aureus	32636453
antimicrobial peptide secretion	Staphylococcus aureus	32636453
immune response	Staphylococcus aureus	32636453
humoral immune response	Staphylococcus aureus	32636453
immune system process	Staphylococcus aureus	32636453
antimicrobial humoral immune response mediated by antimicrobial peptide	Staphylococcus aureus	32636453
antimicrobial humoral response	Staphylococcus aureus	32636453
production of molecular mediator of immune response	Staphylococcus aureus	25323130
antimicrobial peptide production	Staphylococcus aureus	25323130
antimicrobial peptide secretion	Staphylococcus aureus	25323130
immune response	Staphylococcus aureus	25323130
humoral immune response	Staphylococcus aureus	25323130
immune system process	Staphylococcus aureus	25323130
antimicrobial humoral immune response mediated by antimicrobial peptide	Staphylococcus aureus	25323130
antimicrobial humoral response	Staphylococcus aureus	25323130
production of molecular mediator of immune response	Staphylococcus aureus	27657896
antimicrobial peptide production	Staphylococcus aureus	27657896
antimicrobial peptide secretion	Staphylococcus aureus	27657896
humoral immune response	Staphylococcus aureus	27657896
antimicrobial humoral immune response mediated by antimicrobial peptide	Staphylococcus aureus	27657896
antimicrobial humoral response	Staphylococcus aureus	27657896
production of molecular mediator of immune response	Staphylococcus aureus	33384669
antimicrobial peptide production	Staphylococcus aureus	33384669
antimicrobial peptide secretion	Staphylococcus aureus	33384669
humoral immune response	Staphylococcus aureus	33384669
antimicrobial humoral immune response mediated by antimicrobial peptide	Staphylococcus aureus	33384669
antimicrobial humoral response	Staphylococcus aureus	33384669
production of molecular mediator of immune response	Staphylococcus aureus	28874606
antimicrobial peptide production	Staphylococcus aureus	28874606
antimicrobial peptide secretion	Staphylococcus aureus	28874606
immune response	Staphylococcus aureus	28874606
humoral immune response	Staphylococcus aureus	28874606
immune system process	Staphylococcus aureus	28874606
antimicrobial humoral immune response mediated by antimicrobial peptide	Staphylococcus aureus	28874606
antimicrobial humoral response	Staphylococcus aureus	28874606
organ or tissue specific immune response	Staphylococcus aureus	31355110
natural killer cell degranulation	influenza virus	28076903
cell activation involved in immune response	influenza virus	28076903
lymphocyte activation involved in immune response	influenza virus	28076903
leukocyte activation involved in immune response	influenza virus	28076903
leukocyte mediated immunity	influenza virus	28076903
immune response	influenza virus	28076903
natural killer cell activation	influenza virus	28076903
leukocyte mediated cytotoxicity	influenza virus	28076903
leukocyte degranulation	influenza virus	28076903
immune effector process	influenza virus	28076903
natural killer cell mediated cytotoxicity	influenza virus	28076903
lymphocyte activation	influenza virus	28076903
immune system process	influenza virus	28076903
natural killer cell activation involved in immune response	influenza virus	28076903
natural killer cell mediated immunity	influenza virus	28076903
leukocyte activation	influenza virus	28076903
lymphocyte mediated immunity	influenza virus	28076903
innate immune response	influenza virus	28076903
immune system process	Streptococcus pneumoniae	26054961
immune system process	Legionella pneumophila	29976756
immune system process	Staphylococcus aureus	29101335
immune system process	Staphylococcus aureus	29999587
immune system process	Staphylococcus aureus	30398927
immune system process	Staphylococcus aureus	29843597
immune system process	Staphylococcus aureus	28915268
immune system process	Staphylococcus aureus	31452697
immune system process	Staphylococcus aureus	24828675
immune system process	Staphylococcus aureus	31448061
immune system process	Staphylococcus aureus	31291246
immune system process	Staphylococcus aureus	29520099
immune system process	influenza virus	24610701
immune system process	influenza virus	28289176
immune system process	influenza virus	32860793
immune system process	influenza virus	24291252
immune system process	influenza virus	31592229
immune system process	influenza virus	31592345
immune system process	influenza virus	26518627
immune system process	influenza virus	18987137
mononuclear cell differentiation	Streptococcus pneumoniae	29477724
hemopoiesis	Streptococcus pneumoniae	29477724
hematopoietic or lymphoid organ development	Streptococcus pneumoniae	29477724
lymphocyte activation	Streptococcus pneumoniae	29477724
immune system process	Streptococcus pneumoniae	29477724
immune system development	Streptococcus pneumoniae	29477724
leukocyte differentiation	Streptococcus pneumoniae	29477724
leukocyte activation	Streptococcus pneumoniae	29477724
lymphocyte differentiation	Streptococcus pneumoniae	29477724
mononuclear cell differentiation	Streptococcus pneumoniae	30076281
hemopoiesis	Streptococcus pneumoniae	30076281
hematopoietic or lymphoid organ development	Streptococcus pneumoniae	30076281
lymphocyte activation	Streptococcus pneumoniae	30076281
immune system development	Streptococcus pneumoniae	30076281
